date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,sunlight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2018-09-17,29.1,24.32,24.15,19.2,35,,95,70.9,71,47,19.7,18.4,17.9,16.1,32,16.42,16.5,1,41,22,101.9,101.43,101.45,101,101.5,101,101.03,100.55,48300,35191.7,36200,24100,,,,,0,6.2,19.1,14.2,0,0,0,,06:35:00,19:03:00,12.47,6.58,19.05,6,7,29,29,20,20,18768,,,,,5,2.4,2.5,0,,,,
2018-09-16,27.6,23.4,23.25,18.9,33,,94,74.9,76,58,20.2,18.6,18.6,17.1,19,10.08,11,3,30,2,102.4,102.19,102.2,102,101.97,101.76,101.76,101.54,24100,24100,24100,24100,,,,,0,5.2,18.2,13.2,0,0,0,,06:34:00,19:05:00,12.52,6.57,19.08,6,7,27,29,20,21,18206,,,,,4,1.7,2,0,,,,
2018-09-15,29.6,23.27,23,16.4,38,,91,77.8,76,61,21.4,19.1,18.1,14.9,19,7.96,10.5,2,,,102.2,102.09,102.1,102,101.77,101.66,101.65,101.53,48300,33175,36200,24100,,,,,0,5,18,13,0,0,0,,06:33:00,19:07:00,12.57,6.55,19.12,8,8,29,29,18,18,17208,,,,,7,2.8,3.5,0,,,,
2018-09-14,28.3,22.4,21.9,15.5,33,,95,66.7,63.5,32,18.5,15.1,14.1,9.7,17,7.75,9.5,2,,,102.5,102.3,102.3,102.1,102.08,101.86,101.86,101.63,48300,29558.3,28200,8100,,,,,0,3.9,16.9,11.9,0,0,0,,06:31:00,19:09:00,12.63,6.52,19.15,6,7,29,29,17,17,19739,,,,,2,0.6,1,0,,,,
2018-09-13,26.1,20.12,19.8,13.5,31,,97,74,75,53,16.5,15,14.9,13.3,12,4.96,6.5,1,,,102.8,102.58,102.6,102.4,102.32,102.13,102.15,101.99,48300,26116.7,36200,24100,,,,,0,1.8,14.8,9.8,0,0,0,,06:30:00,19:11:00,12.68,6.5,19.18,6,7,26,26,13,13,19298,,,,,2,0.5,1,0,,,,
2018-09-12,24.6,20,19.85,15.1,28,,93,76.4,74,55,17.6,15.5,15.9,14.2,10,4.83,5.5,1,,,102.6,102.52,102.45,102.3,102.17,102.07,102.02,101.87,24100,24100,24100,24100,,,,,0,1.8,14.8,9.8,0,0,0,,06:29:00,19:13:00,12.73,6.48,19.22,6,7,24,24,13,13,13963,,,,,8,5.1,4,0,,,,
2018-09-11,19.8,16.95,16.45,13.1,,,97,87.2,86,75,16.2,14.8,14.2,12.2,20,8.88,12,4,,,102.3,102.09,102.1,101.9,101.88,101.65,101.68,101.49,24100,19258.3,13650,3200,,,,,1.6,0,11.4,6.5,7.8,7.8,0,,06:28:00,19:15:00,12.78,6.47,19.25,2,6,20,20,14,14,7810,,,,,8,7.9,7.5,7,,,,
2018-09-10,18.1,13.3,13,7.9,,,94,67,68,42,12.2,6.8,7.5,2.8,27,17.83,19.5,12,43,13,102.8,102.56,102.45,102.1,102.36,102.12,102.03,101.7,48300,27283.3,28200,8100,,,,,5,0,8,3,17.6,17.6,0,,06:26:00,19:17:00,12.85,6.43,19.28,4,5,19,19,13,13,9668,,,,,8,7.3,5,2,,,,
2018-09-09,17,12.24,11.6,6.2,,,81,57.5,58.5,36,5.4,3.6,3.5,1.6,19,13.17,12,5,39,3,102.9,102.77,102.8,102.7,102.48,102.33,102.35,102.22,48300,37208.3,36200,24100,,,,,6.4,0,6.6,1.6,0,0,0,,06:25:00,19:18:00,12.88,6.42,19.3,6,7,19,19,9,9,20969,,,,,8,4.2,4,0,,,,
2018-09-08,17.9,13.82,13.6,9.3,,,67,53.5,53.5,40,8.8,4.4,5.7,2.5,26,14.46,14,2,41,1,102.7,102.51,102.5,102.3,102.26,102.06,102.03,101.81,48300,36200,36200,24100,,,,,4.4,0,8.6,3.6,0,0,0,,06:24:00,19:20:00,12.93,6.4,19.33,6,7,19,19,7,7,21629,,,,,5,2.3,3,1,,,,
2018-09-07,22.4,17.61,16.85,11.3,,,92,60.7,64.5,37,11.1,9.4,8.8,6.6,23,10.54,12.5,2,33,25,102.4,102.25,102.2,102,102,101.81,101.78,101.57,48300,37208.3,36200,24100,,,,,1.1,0,11.8,6.8,0,0,0,,06:23:00,19:22:00,12.98,6.38,19.37,6,7,23,23,9,9,21164,,,,,7,3,3.5,0,,,,
2018-09-06,26.3,22.4,20.75,15.2,37,,81,62.3,59.5,38,21.8,14.7,15.2,8.7,32,14.71,16.5,1,37,36,102.4,101.98,101.9,101.4,101.97,101.55,101.48,100.98,24100,24033.3,23300,22500,,,,,0,2.8,15.8,10.8,0,0,0,,06:22:00,19:24:00,13.03,6.37,19.4,6,7,23,24,13,13,15506,,,,,8,6.2,5,2,,,,
2018-09-05,32,25.72,25.55,19.1,42,,88,69.6,71,54,23.4,19.7,18.9,14.4,30,15,18,6,48,23,102.2,101.86,101.8,101.4,101.81,101.42,101.39,100.97,24100,24100,24100,24100,,,,,0,7.5,20.6,15.6,1.4,1.4,0,,06:20:00,19:26:00,13.1,6.33,19.43,7,8,32,32,20,20,18816,,,,,8,6.2,4.5,1,,,,
2018-09-04,26.6,22.9,22.2,17.8,30,,97,61.6,66.5,36,21.3,14.5,15.6,9.8,15,10,8.5,2,,,102.61,102.43,102.4,102.2,102.21,101.99,101.99,101.76,48300,28208.3,29000,9700,,,,,0,4.2,17.2,12.2,0,0,0,,06:19:00,19:28:00,13.15,6.32,19.47,7,7,26,26,18,18,20529,,,,,8,6.3,4.5,1,,,,
2018-09-03,30.6,24.9,25.8,21,41,,97,85.3,79.5,62,24.5,22.2,22.7,20.9,28,12.08,16,4,61,23,102.2,101.91,101.95,101.7,101.74,101.47,101.49,101.24,48300,28133.3,36200,24100,,,,,0,7.8,20.8,15.8,4.4,4.4,0,,06:18:00,19:30:00,13.2,6.3,19.5,3,3,28,28,17,18,13491,,,,,8,5.2,4,0,,,,
2018-09-02,25.4,22.44,22.45,19.5,35,,95,87.5,84.5,74,22.5,20.3,20.1,17.7,18,13.38,9.5,1,,,102.1,101.92,101.9,101.7,101.63,101.49,101.45,101.28,24100,23300,18500,12900,,,,,0,4.5,17.4,12.4,10.4,10.4,0,,06:17:00,19:32:00,13.25,6.28,19.53,3,5,25,25,20,21,7425,,,,,8,7,4.5,1,,,,
2018-09-01,27.8,22.81,23.65,19.5,35,,91,76.5,76,61,19.6,18.4,18.6,17.6,23,15.08,16,9,32,16,102.4,102.22,102.2,102,101.95,101.78,101.74,101.54,48300,30150,36200,24100,,,,,0,5.7,18.6,13.7,0,0,0,,06:15:00,19:34:00,13.32,6.25,19.57,7,8,27,27,18,19,16975,,,,,8,6.5,5,2,,,,
2018-08-31,24.5,18.3,17.5,10.5,27,,87,62.7,67,47,16.4,10.8,12,7.6,25,14.33,16,7,32,19,102.8,102.55,102.55,102.3,102.38,102.11,102.13,101.88,48300,37208.3,36200,24100,,,,,0.5,0,12.5,7.5,0.4,0.4,0,,06:14:00,19:35:00,13.35,6.23,19.58,7,7,24,24,17,17,22667,,,,,8,2.4,4,0,,,,
2018-08-30,21.5,18.24,17.45,13.4,29,,82,65.9,65.5,49,18.6,11.7,13.8,9.1,25,13.71,13.5,2,37,1,102.5,102.04,101.85,101.2,102.09,101.61,101.45,100.81,24100,24100,24100,24100,,,,,0.6,0,12.4,7.5,0,0,0,,06:13:00,19:37:00,13.4,6.22,19.62,6,7,22,22,11,11,16393,,,,,8,5.5,4,0,,,,
2018-08-29,31.6,25.04,26.4,21.2,41,,95,82.2,78,61,23.4,21.8,21.5,19.6,68,15.21,35.5,3,93,25,101.3,101.03,101.05,100.8,100.82,100.6,100.57,100.32,24100,23029.2,13650,3200,,,,,0,8.4,21.4,16.4,1.8,1.8,0,,06:12:00,19:39:00,13.45,6.2,19.65,6,7,30,30,15,17,13341,,,,,8,6.5,4,0,,,,
2018-08-28,30.6,25.93,26.2,21.8,41,,97,80.8,80.5,64,23.6,22.3,22.1,20.5,43,19.54,22.5,2,63,23,101.3,101.08,101.05,100.8,100.82,100.65,100.61,100.39,24100,21166.7,16100,8100,,,,,0,8.2,21.2,16.2,6.8,6.8,0,,06:11:00,19:41:00,13.5,6.18,19.68,6,7,31,31,22,22,15192,,,,,8,6.2,4,0,,,,
2018-08-27,26.3,22.87,22.3,18.3,33,,95,79.7,80,65,20.8,19.1,19.2,17.6,21,11.58,12,3,32,32,101.7,101.53,101.45,101.2,101.31,101.1,101.04,100.77,24100,23633.3,18500,12900,,,,,0,4.3,17.3,12.3,3.6,3.6,0,,06:09:00,19:43:00,13.57,6.15,19.72,7,7,28,28,20,22,12820,,,,,8,5.5,4,0,,,,
2018-08-26,26.2,21.57,22.85,19.5,34,,95,80.7,79,63,21.3,18,18,14.7,23,13.33,13.5,4,35,21,101.9,101.54,101.6,101.3,101.44,101.1,101.14,100.85,48300,24370.8,27350,6400,,,,,0,4.8,17.9,12.8,15.4,15.4,0,,06:08:00,19:45:00,13.62,6.13,19.75,5,6,25,25,19,19,8519,,,,,8,6.4,4.5,1,,,,
2018-08-25,30.3,23.64,23.4,16.5,32,,78,57.5,57,36,15.7,14.4,13.9,12.2,24,11.88,13,2,37,20,102.3,102.11,102.1,101.9,101.89,101.68,101.67,101.45,24100,24100,24100,24100,,,,,0,5.4,18.4,13.4,0,0,0,,06:07:00,19:46:00,13.65,6.12,19.77,7,7,28,28,18,19,20138,,,,,8,6.8,4.5,1,,,,
2018-08-24,28.9,22.98,23.25,17.6,33,,86,63,61.5,37,17,15.2,14.7,12.4,25,17.96,18.5,12,33,21,102.2,101.89,101.85,101.5,101.76,101.46,101.41,101.05,24100,24100,24100,24100,,,,,0,5.2,18.2,13.2,0,0,0,,06:06:00,19:48:00,13.7,6.1,19.8,7,8,28,28,18,18,21156,,,,,6,2.2,3,0,,,,
2018-08-23,25.5,19.27,18.55,11.6,26,,81,60,59,37,15.9,10.9,11.8,7.7,29,17.25,19,9,44,24,101.4,101.21,101.2,101,101.01,100.77,100.77,100.53,48300,38216.7,36200,24100,,,,,0,0.6,13.6,8.6,0,0,0,,06:05:00,19:50:00,13.75,6.08,19.83,6,7,25,25,17,17,21245,,,,,7,2.9,3.5,0,,,,
2018-08-22,24.2,20.3,19.39,14.6,28,,86,74.9,73.5,61,18.6,15.7,14.8,11,44,27.62,26,8,61,24,101,100.34,100.45,99.9,100.52,99.9,99.99,99.46,24100,23100,18500,12900,,,,,0,1.4,14.4,9.4,0.6,0.6,0,,06:03:00,19:52:00,13.82,6.05,19.87,4,4,22,22,12,12,8944,,,,,8,6.6,4,0,,,,
2018-08-21,27.1,22.56,22.35,17.6,31,,80,66,64,48,17.6,15.8,15.9,14.3,30,18.62,17,4,44,15,101.9,101.45,101.3,100.7,101.47,101.01,100.85,100.22,48300,30150,36200,24100,,,,,0,4.3,17.4,12.3,0.4,0.4,0,,06:02:00,19:53:00,13.85,6.03,19.88,8,9,26,26,20,20,16726,,,,,8,6.8,4.5,1,,,,
2018-08-20,27.9,22.36,21.04,14.2,31,,86,61.3,65,44,16.2,14.2,14.5,12.8,17,9.21,9.5,2,,,102.2,102.01,102.05,101.9,101.75,101.58,101.6,101.45,48300,38216.7,36200,24100,,,,,0,3,16,11,0,0,0,,06:01:00,19:55:00,13.9,6.02,19.92,9,9,28,28,16,16,23859,,,,,7,2.6,3.5,0,,,,
2018-08-19,28.1,21.98,21.95,15.8,31,,90,62.1,65,40,16,13.8,13.7,11.4,14,10.54,9,4,30,8,101.9,101.75,101.7,101.5,101.46,101.32,101.26,101.07,48300,25108.3,36200,24100,,,,,0,4,16.9,11.9,0,0,0,,06:00:00,19:57:00,13.95,6,19.95,7,8,27,27,16,16,22944,,,,,7,2.5,3.5,0,,,,
2018-08-18,25.6,20.9,21.45,17.3,30,,89,67,70,51,15.9,14.4,14.8,13.6,22,15.25,13,4,35,2,101.5,101.29,101.3,101.1,101.05,100.86,100.85,100.65,24100,24100,24100,24100,,,,,0,3.5,16.4,11.4,0,0,0,,05:58:00,19:58:00,14,5.97,19.97,7,8,26,26,15,15,20880,,,,,8,6,4,0,,,,
2018-08-17,23.9,20.35,20.2,16.5,33,,95,83.5,83.5,72,21.9,17.5,17.9,13.8,34,13.12,18.5,3,46,2,101.8,101.39,101.35,100.9,101.38,100.96,100.94,100.5,24100,22833.3,16900,9700,,,,,0,2.2,15.2,10.2,3.6,3.6,0,,05:57:00,20:00:00,14.05,5.95,20,3,3,22,22,17,17,5714,,,,,8,6.6,4.5,1,,,,
2018-08-16,24.9,20.8,20.65,16.4,27,,71,59.1,58,45,14.7,12.5,12.8,11,17,9.42,9,1,,,101.8,101.69,101.6,101.4,101.4,101.25,101.17,100.95,48300,31158.3,36200,24100,,,,,0,2.6,15.7,10.7,0,0,0,,05:56:00,20:02:00,14.1,5.93,20.03,8,9,25,25,17,18,25195,,,,,8,4,4.5,1,,,,
2018-08-15,27.5,23.68,24.35,21.2,34,,94,76.8,74.5,55,21.4,19.1,17.8,14.2,25,13,14,3,33,24,101.33,101.02,101.07,100.8,100.93,100.6,100.65,100.37,24100,24100,24100,24100,,,,,0,6.3,19.4,14.3,0,0,0,,05:55:00,20:03:00,14.13,5.92,20.05,7,8,28,28,15,15,14314,,,,,8,6.2,5,2,,,,
2018-08-14,29.7,25.59,25.75,21.8,37,,90,72.7,75,60,21,20.3,20.2,19.5,18,9.08,9,0,39,36,101.4,101.04,101.1,100.8,100.92,100.61,100.62,100.32,48300,32166.7,36200,24100,,,,,0,7.8,20.8,15.8,7.4,7.4,0,,05:54:00,20:05:00,14.18,5.9,20.08,6,7,27,27,20,20,18163,,,,,8,7,6,4,,,,
2018-08-13,29.6,25.01,25,20.4,36,,88,70.7,70.5,53,19.9,19.2,19.1,18.3,13,8.08,8,3,,,102,101.73,101.7,101.4,101.55,101.29,101.25,100.95,24100,24100,24100,24100,,,,,0,7,20,15,0,0,0,,05:52:00,20:06:00,14.23,5.87,20.1,7,9,30,30,20,20,18369,,,,,8,5.8,4.5,1,,,,
2018-08-12,29.4,23.76,23.25,17.1,33,,89,66.3,65.5,42,19.6,16.7,17.3,15,16,9.17,9,2,,,102,101.9,101.85,101.7,101.57,101.46,101.42,101.27,48300,35191.7,36200,24100,,,,,0,5.2,18.2,13.2,0,0,0,,05:51:00,20:08:00,14.28,5.85,20.13,7,8,29,29,19,19,21468,,,,,6,2.9,3,0,,,,
2018-08-11,27.4,22.77,21.7,16,30,,82,59.2,60,38,16.6,14,14.2,11.7,19,9.58,11,3,28,15,101.7,101.53,101.55,101.4,101.24,101.09,101.11,100.97,48300,39225,36200,24100,,,,,0,3.7,16.7,11.7,0,0,0,,05:50:00,20:10:00,14.33,5.83,20.17,7,8,28,28,18,18,26978,,,,,5,2.9,2.5,0,,,,
2018-08-10,26.4,21.2,21.15,15.9,28,,80,58,59.5,39,15.5,12.4,12.3,9.2,24,14.29,15.5,7,32,26,101.4,101.3,101.2,101,101.01,100.86,100.8,100.58,48300,38216.7,36200,24100,,,,,0,3.1,16.1,11.2,0,0,0,,05:49:00,20:11:00,14.37,5.82,20.18,7,8,26,26,16,16,26373,,,,,7,1.8,3.5,0,,,,
2018-08-09,27.4,23.08,23.5,19.6,33,,96,79.7,74.5,53,20.8,19.2,18.4,15.9,31,16,17,3,44,26,101,100.72,100.8,100.6,100.55,100.28,100.37,100.18,48300,21250,28200,8100,,,,,0,5.5,18.5,13.5,3.6,3.6,0,,05:48:00,20:13:00,14.42,5.8,20.22,7,7,28,28,15,16,15212,,,,,8,7.1,5.5,3,,,,
2018-08-08,27.5,23.64,23.9,20.3,36,,96,83.2,80,64,22.1,20.5,20.8,19.4,16,7.96,10,4,,,101.3,101.07,101,100.7,100.82,100.63,100.55,100.28,24100,22833.3,20100,16100,,,,,0,5.9,18.9,13.9,6,6,0,,05:46:00,20:14:00,14.47,5.77,20.23,7,7,27,29,19,19,13828,,,,,8,6.2,4,0,,,,
2018-08-07,28.2,24.2,24.79,21.4,36,,93,81.3,78,63,21.2,20.7,20.5,19.8,20,14.21,13,6,33,26,101.3,101.18,101.2,101.1,100.82,100.74,100.72,100.63,48300,28608.3,32200,16100,,,,,0,6.8,19.8,14.8,1,1,0,,05:45:00,20:15:00,14.5,5.75,20.25,7,7,26,26,20,20,14292,,,,,8,6.4,4.5,1,,,,
2018-08-06,31.7,26.12,26.45,21.2,42,,91,74,75,59,23.8,21,21.5,19.2,26,13.96,14.5,3,82,28,101.6,101.43,101.4,101.2,101.16,100.99,100.97,100.78,24100,23366.7,20100,16100,,,,,0,8.4,21.4,16.4,9.4,9.4,0,,05:44:00,20:17:00,14.55,5.73,20.28,9,9,31,31,22,22,20522,,,,,8,5.3,4,0,,,,
2018-08-05,31.1,25.76,25.5,19.9,38,,94,72.1,70.5,47,21.7,20,20.1,18.4,20,11.88,12,4,30,19,102,101.79,101.8,101.6,101.57,101.35,101.36,101.15,48300,30150,36200,24100,,,,,0,7.5,20.5,15.5,0,0,0,,05:43:00,20:18:00,14.58,5.72,20.3,8,9,30,30,22,22,24121,,,,,8,3.8,4,0,,,,
2018-08-04,26.3,23.22,23.45,20.6,34,,95,83,78.5,62,21.8,20.1,19.6,17.5,16,7.46,9,2,32,26,101.9,101.8,101.8,101.7,101.45,101.36,101.36,101.28,48300,25670.8,26550,4800,,,,,0,5.5,18.4,13.4,2.6,2.6,0,,05:42:00,20:20:00,14.63,5.7,20.33,7,8,28,28,20,20,13324,,,,,8,6.4,4.5,1,,,,
2018-08-03,27.6,24.46,24.45,21.3,36,,84,76.2,75,66,21.2,20,19.7,18.2,15,10.21,9.5,4,,,102,101.88,101.9,101.8,101.56,101.44,101.44,101.32,24100,24100,24100,24100,,,,,0,6.5,19.4,14.4,0,0,0,,05:41:00,20:21:00,14.67,5.68,20.35,6,7,28,28,19,19,12767,,,,,8,7.9,7.5,7,,,,
2018-08-02,28.2,24.76,25.2,22.2,34,,93,72.6,74,55,21.8,19.4,19.8,17.8,33,21.62,23,13,48,24,101.8,101.48,101.5,101.2,101.32,101.04,101.02,100.72,24100,23900,21700,19300,,,,,0,7.2,20.2,15.2,0,0,0,,05:39:00,20:22:00,14.72,5.65,20.37,8,9,27,28,20,20,17298,,,,,8,7.6,7,6,,,,
2018-08-01,28.3,24.69,25.25,22.2,37,,95,73.7,79,63,21.9,19.7,19.8,17.7,27,16.83,17,7,35,16,101.7,101.45,101.45,101.2,101.29,101.01,101.01,100.74,48300,29412.5,27350,6400,,,,,0,7.2,20.2,15.2,3.6,3.6,0,,05:38:00,20:24:00,14.77,5.63,20.4,5,6,27,27,21,21,12471,,,,,8,7.8,7,6,,,,
2018-07-31,28.9,24.53,24.29,19.7,33,,85,63.5,64.5,44,18.3,16.9,16.6,14.8,17,11.29,11,5,32,20,102,101.83,101.85,101.7,101.54,101.4,101.4,101.27,48300,36200,36200,24100,,,,,0,6.3,19.3,14.3,0,0,0,,05:37:00,20:25:00,14.8,5.62,20.42,8,8,29,29,21,21,26362,,,,,8,5.7,5,2,,,,
2018-07-30,28.2,23.05,22.79,17.4,32,,81,61.7,62,43,17,15,14.8,12.7,28,15.5,17,6,39,21,101.9,101.85,101.85,101.8,101.5,101.42,101.42,101.33,48300,39225,36200,24100,,,,,0,4.8,17.8,12.8,0,0,0,,05:36:00,20:26:00,14.83,5.6,20.43,8,9,29,29,19,19,26709,,,,,8,5,4.5,1,,,,
2018-07-29,26.3,21.75,22,17.7,29,,91,66.6,66.5,42,16.9,14.8,14.5,12.1,26,16.58,17.5,9,39,26,101.8,101.65,101.65,101.5,101.34,101.21,101.18,101.02,48300,35191.7,36200,24100,,,,,0,4,17,12,0,0,0,,05:35:00,20:27:00,14.87,5.58,20.45,8,8,27,27,19,20,26361,,,,,8,4.8,5,2,,,,
2018-07-28,27.2,22.39,22.7,18.2,32,,90,70.1,69,48,18,16.5,16.6,15.3,44,14.42,23,2,61,26,101.5,101.37,101.4,101.3,101.02,100.93,100.93,100.84,48300,35600,29000,9700,,,,,0,4.7,17.7,12.7,1.8,1.8,0,,05:34:00,20:29:00,14.92,5.57,20.48,8,8,26,27,17,17,25302,,,,,8,3.8,4,0,,,,
2018-07-27,28.9,24,24.5,20.1,35,,84,66.5,65.5,47,19.5,17.3,16.8,14,31,13.88,17,3,43,23,101.3,101.19,101.15,101,100.89,100.75,100.74,100.58,48300,26116.7,36200,24100,,,,,0,6.5,19.5,14.5,0.2,0.2,0,,05:33:00,20:30:00,14.95,5.55,20.5,8,9,27,27,18,18,22786,,,,,8,6,4,0,,,,
2018-07-26,27.5,23.9,23.85,20.2,35,,98,82,77.5,57,22.2,20.5,20,17.8,23,12.83,15.5,8,91,27,101.1,100.86,100.92,100.75,100.62,100.43,100.49,100.35,48300,24887.5,26150,4000,,,,,0,5.8,18.9,13.8,26.8,26.8,0,,05:31:00,20:31:00,15,5.52,20.52,7,9,27,28,19,19,15190,,,,,8,6.1,4,0,,,,
2018-07-25,26,23.72,23.7,21.4,35,,97,87.2,85,73,22.7,21.5,21.2,19.8,27,17.21,16,5,37,17,101.5,101.16,101.19,100.89,101.11,100.74,100.78,100.46,24100,19229.2,13650,3200,,,,,0,5.7,18.7,13.7,30.6,30.6,0,,05:30:00,20:32:00,15.03,5.5,20.53,4,5,25,26,20,20,7635,,,,,8,8,8,8,,,,
2018-07-24,29.7,25.74,26.4,23.1,38,,94,78.2,76.5,59,23.6,21.6,21.9,20.1,31,19.46,16.5,2,43,14,102,101.83,101.79,101.59,101.56,101.4,101.36,101.15,24100,23633.3,18500,12900,,,,,0,8.4,21.4,16.4,1,1,0,,05:29:00,20:33:00,15.07,5.48,20.55,3,4,28,28,22,22,11565,,,,,8,7.8,7.5,7,,,,
2018-07-23,29.2,25.37,25.15,21.1,38,,87,77,74.5,62,22.7,21.1,20.8,18.8,33,18.71,20.5,8,48,15,102,101.9,101.9,101.8,101.56,101.47,101.47,101.38,48300,29141.7,36200,24100,,,,,0,7.2,20.1,15.2,0,0,0,,05:28:00,20:34:00,15.1,5.47,20.57,6,7,31,31,23,23,13758,,,,,8,6.7,4.5,1,,,,
2018-07-22,26.7,21.89,22.25,17.8,34,,87,67.3,67.5,48,20,15.4,14.8,9.7,27,16.04,18,9,37,5,101.8,101.71,101.7,101.6,101.39,101.29,101.28,101.16,48300,26266.7,29800,11300,,,,,0,4.2,17.2,12.2,5,5,0,,05:27:00,20:35:00,15.13,5.45,20.58,3,8,25,26,21,21,10604,,,,,8,6.7,4.5,1,,,,
2018-07-21,31.1,25.99,25.7,20.3,35,,70,50.3,53,36,16.9,14.7,14.8,12.6,20,13.92,14,8,39,13,101.9,101.78,101.74,101.59,101.5,101.34,101.33,101.17,48300,39225,36200,24100,,,,,0,7.7,20.7,15.7,0,0,0,,05:26:00,20:36:00,15.17,5.43,20.6,8,9,31,31,19,19,28002,,,,,7,3.8,3.5,0,,,,
2018-07-20,31.1,25.25,23.85,16.6,34,,77,50,52.5,28,15.5,13.5,12.9,10.4,19,9.75,10,1,32,14,102.1,101.87,101.89,101.69,101.65,101.44,101.45,101.25,48300,40233.3,36200,24100,,,,,0,5.8,18.9,13.8,0,0,0,,05:25:00,20:37:00,15.2,5.42,20.62,8,9,30,30,20,20,28897,,,,,7,2.6,3.5,0,,,,
2018-07-19,27.2,21.64,20,12.8,29,,81,52.9,58.5,36,15.6,11.3,12.2,8.7,22,13.21,11.5,1,48,26,101.9,101.77,101.78,101.66,101.51,101.34,101.37,101.22,48300,41241.7,36200,24100,,,,,0,2,15,10,0,0,0,,05:24:00,20:38:00,15.23,5.4,20.63,8,9,27,27,17,18,29057,,,,,6,2.2,3,0,,,,
2018-07-18,24.5,19.63,19.39,14.3,,,66,45.3,48,30,10.3,7.1,7.5,4.7,25,13.46,16.5,8,37,27,101.6,101.48,101.4,101.2,101.2,101.05,100.96,100.72,48300,38216.7,36200,24100,,,,,0,1.4,14.4,9.4,0,0,0,,05:23:00,20:39:00,15.27,5.38,20.65,8,8,25,25,16,16,30285,,,,,2,0.8,1,0,,,,
2018-07-17,29.5,24.72,23.65,17.8,35,,96,65.8,66,36,22.1,17,16.9,11.6,35,19.67,21,7,48,27,101.1,100.74,100.85,100.6,100.66,100.31,100.39,100.13,48300,25654.2,26550,4800,,,,,0,5.7,18.6,13.7,31.8,31.8,0,,05:22:00,20:40:00,15.3,5.37,20.67,7,8,28,28,16,16,18021,,,,,8,6.2,4,0,,,,
2018-07-16,33.7,27.19,26.35,19,38,,81,53.3,58,35,17.9,16.4,16.1,14.4,21,9.83,11,1,33,22,101.5,101.21,101.15,100.8,101.05,100.78,100.7,100.35,24100,24100,24100,24100,,,,,0,8.3,21.4,16.4,0,0,0,,05:21:00,20:40:00,15.32,5.35,20.67,8,9,33,33,20,20,25374,,,,,8,6.4,4.5,1,,,,
2018-07-15,31.7,26.38,26.1,20.5,35,,94,59.5,63,32,20.7,17,16.9,13.2,23,12.54,13,3,39,30,101.5,101.37,101.35,101.2,101.02,100.94,100.91,100.8,24100,24100,24100,24100,,,,,0,8.1,21.1,16.1,0,0,0,,05:20:00,20:41:00,15.35,5.33,20.68,8,9,29,29,22,22,28497,,,,,8,3.6,4,0,,,,
2018-07-14,28.8,24.24,24.75,20.7,35,,86,67.1,69.5,53,20.1,17.7,16.6,13.1,21,11.58,12,3,41,24,101.8,101.54,101.55,101.3,101.33,101.11,101.12,100.91,24100,23766.7,20100,16100,,,,,0,6.8,19.8,14.8,0.4,0.4,0,,05:19:00,20:42:00,15.38,5.32,20.7,8,8,28,28,18,19,16162,,,,,8,6.5,4.5,1,,,,
2018-07-13,29.4,24.22,23.04,16.7,32,,80,51.5,57.5,35,14.9,13.2,13.5,12.1,15,9.46,8.5,2,,,102.4,102.17,102.1,101.8,101.98,101.73,101.68,101.37,24100,24100,24100,24100,,,,,0,5,18,13,0,0,0,,05:18:00,20:42:00,15.4,5.3,20.7,8,9,29,29,19,21,24584,,,,,8,6,4,0,,,,
2018-07-12,28.5,22.75,23,17.5,30,,73,50.2,53,33,14.7,11.5,12.2,9.6,21,11,12.5,4,32,1,102.3,102.16,102.15,102,101.86,101.72,101.69,101.53,48300,39225,36200,24100,,,,,0,5,18,13,0,0,0,,05:18:00,20:43:00,15.42,5.3,20.72,8,8,27,28,17,17,29382,,,,,6,2.6,3.5,1,,,,
2018-07-11,26.2,21.02,19.89,13.6,26,,56,41.5,43,30,10.4,7.2,7.7,4.9,19,12.12,12,5,32,23,101.9,101.8,101.75,101.6,101.51,101.37,101.32,101.12,48300,40233.3,36200,24100,,,,,0,1.9,14.9,9.9,0,0,0,,05:17:00,20:44:00,15.45,5.28,20.73,8,9,27,27,17,17,29295,,,,,6,2.8,3.5,1,,,,
